date,numflights,totaldelay,avgdelay,numdelay15
12/13/1993,2102,14472,-2,428
12/14/1993,2102,3781,-2,98
12/15/1993,2111,11481,-1,203
12/16/1993,2096,5966,0,122
12/17/1993,2107,39033,5,905
12/18/1993,2008,18228,0,475
12/19/1993,2056,4822,2,113
12/20/1993,2103,6185,5,147
12/21/1993,2100,20183,0,362
12/22/1993,2090,59591,95,972
12/23/1993,2081,13847,-2,356
12/24/1993,1876,5051,-2,96
12/25/1993,1817,3201,39,82
12/26/1993,2048,4477,0,112
12/27/1993,2097,4830,0,96
12/28/1993,2064,11695,4,193
12/29/1993,2046,26692,0,433
12/30/1993,2090,24068,0,388
12/31/1993,1869,1923,-3,53
10/1/1988,1912,12634,3,304
10/2/1988,1961,7939,18,129
10/3/1988,2002,5290,22,108
10/4/1988,2005,6526,-1,166
10/5/1988,2003,5815,-1,122
10/6/1988,2013,7108,0,169
10/7/1988,2030,6147,11,120
10/8/1988,1936,4015,0,84
10/9/1988,1933,5819,-1,114
10/10/1988,2024,7082,-1,132
10/11/1988,2017,10166,0,198
10/12/1988,2026,4867,-1,107
10/13/1988,2010,6908,27,144
10/14/1988,2023,9644,-3,240
10/15/1988,1935,7645,1,164
10/16/1988,1971,8133,0,155
10/17/1988,2000,30965,-4,294
10/18/1988,2005,9418,6,213
10/19/1988,1990,8958,0,195
10/20/1988,2003,35275,0,552
10/21/1988,1956,21953,-2,537
10/22/1988,1924,6343,0,110
10/23/1988,1975,11894,-1,267
10/24/1988,1999,5430,-1,147
10/25/1988,2002,6715,-2,174
10/26/1988,1979,9444,0,232
10/27/1988,1999,19041,3,383
10/28/1988,1997,13953,-1,352
10/29/1988,1921,5376,0,141
10/30/1988,1980,7142,0,167
10/31/1988,2037,7010,0,188
4/1/1990,1878,11093,-1,219
4/2/1990,1955,11410,5,256
4/3/1990,1916,6258,14,137
4/4/1990,1933,4927,5,98
4/5/1990,1961,17085,6,214
4/6/1990,1933,9582,5,194
4/7/1990,1921,5262,0,113
4/8/1990,1954,3771,5,81
4/9/1990,1935,6592,35,153
4/10/1990,1943,12849,14,285
4/11/1990,1957,4322,17,98
4/12/1990,1964,3353,6,51
4/13/1990,1954,4736,4,116
4/14/1990,1943,3880,13,93
4/15/1990,1955,4108,1,80
4/16/1990,1912,5620,0,108
4/17/1990,1906,7052,12,147
4/18/1990,1977,4773,10,88
4/19/1990,1954,6442,14,129
4/20/1990,1973,24931,34,556
4/21/1990,1972,5013,12,112
4/22/1990,1957,10241,15,170
4/23/1990,1957,3852,3,71
4/24/1990,1988,5740,0,95
4/25/1990,1970,18972,24,359
4/26/1990,1980,33691,63,730
4/27/1990,1978,8450,5,188
4/28/1990,1929,3546,2,95
4/29/1990,1932,8475,16,159
4/30/1990,1961,4839,0,104
9/1/2005,1860,9295,4,242
9/2/2005,1858,16495,15,377
9/3/2005,1530,5637,-2,167
9/4/2005,1653,2460,-3,124
9/5/2005,1826,2269,3,129
9/6/2005,1853,7613,37,200
9/7/2005,1851,2790,6,133
9/8/2005,1827,4938,0,167
9/9/2005,1824,4377,-1,176
9/10/2005,1580,1394,17,106
9/11/2005,1762,16253,9,249
9/12/2005,1828,5401,0,163
9/13/2005,1821,5070,32,203
9/14/2005,1823,5965,-2,178
9/15/2005,1823,40179,-1,541
9/16/2005,1825,17438,0,393
9/17/2005,1575,1980,-1,100
9/18/2005,1756,3599,1,150
9/19/2005,1821,31296,-2,474
9/20/2005,1823,7713,17,213
9/21/2005,1822,5333,-4,175
9/22/2005,1826,28037,12,478
9/23/2005,1824,10490,-7,249
9/24/2005,1575,1589,17,113
9/25/2005,1756,11480,-7,258
9/26/2005,1824,9179,3,236
9/27/2005,1826,2686,-2,155
9/28/2005,1826,21427,-3,393
9/29/2005,1828,17544,7,386
9/30/2005,1827,4824,5,172
9/1/1996,1711,6613,-4,150
9/2/1996,1804,7904,-2,193
9/3/1996,1839,13633,-6,334
9/4/1996,1763,5324,-2,147
9/5/1996,1770,10834,13,249
9/6/1996,1770,5239,2,126
9/7/1996,1633,4920,21,113
9/8/1996,1721,14228,-7,253
9/9/1996,1771,4206,-3,116
9/10/1996,1765,7078,-5,131
9/11/1996,1770,19946,-1,374
9/12/1996,1771,10079,-4,240
9/13/1996,1772,8329,-4,197
9/14/1996,1636,5689,-4,107
9/15/1996,1721,10418,-5,172
9/16/1996,1770,4920,-3,111
9/17/1996,1769,8314,0,153
9/18/1996,1767,40152,-4,608
9/19/1996,1769,32639,2,722
9/20/1996,1770,8878,1,217
9/21/1996,1635,4117,1,109
9/22/1996,1720,6527,-5,142
9/23/1996,1770,4613,-2,98
9/24/1996,1770,5840,-4,152
9/25/1996,1769,4195,-4,112
9/26/1996,1770,39721,1,767
9/27/1996,1770,12482,-1,277
9/28/1996,1635,5564,-6,128
9/29/1996,1721,8568,-3,149
9/30/1996,1767,3863,-1,100
11/1/1988,2010,8769,0,184
11/2/1988,2013,5409,-3,115
11/3/1988,1999,8381,16,189
11/4/1988,2019,57306,-2,676
11/5/1988,1901,14563,-2,293
11/6/1988,1969,14445,-1,296
11/7/1988,2023,3377,0,68
11/8/1988,2028,4202,1,100
11/9/1988,2012,21548,0,306
11/10/1988,2024,14196,-2,356
11/11/1988,2027,6107,-1,112
11/12/1988,1940,8069,0,167
11/13/1988,1957,12279,1,242
11/14/1988,2035,6065,-2,107
11/15/1988,2020,42041,0,598
11/16/1988,2046,25037,29,515
11/17/1988,2015,7905,9,162
11/18/1988,1991,22547,-1,480
11/19/1988,1961,72649,70,814
11/20/1988,1962,24925,-2,521
11/21/1988,2030,7771,0,166
11/22/1988,2014,15706,0,274
11/23/1988,2042,11295,-1,158
11/24/1988,1604,5969,3,99
11/25/1988,1619,7652,1,187
11/26/1988,1936,5032,4,87
11/27/1988,1981,12022,5,265
11/28/1988,2000,20830,0,481
11/29/1988,2021,8252,0,157
11/30/1988,2031,9442,-1,205
5/1/1990,1974,12517,-2,230
5/2/1990,1937,16471,23,321
5/3/1990,1959,11456,3,247
5/4/1990,1968,18982,8,424
5/5/1990,1950,8483,0,143
5/6/1990,1976,3828,3,74
5/7/1990,2002,1725,1,50
5/8/1990,1999,4293,1,90
5/9/1990,1973,10975,1,185
5/10/1990,1947,19283,66,445
5/11/1990,1968,19657,18,520
5/12/1990,1952,8513,14,198
5/13/1990,1993,4733,6,100
5/14/1990,1966,4255,11,76
5/15/1990,1998,19217,3,382
5/16/1990,1986,16595,17,320
5/17/1990,1969,14064,6,274
5/18/1990,1956,7698,7,176
5/19/1990,1960,5099,16,117
5/20/1990,1920,10631,26,253
5/21/1990,1979,5727,17,111
5/22/1990,2004,4003,1,82
5/23/1990,1976,5270,4,79
5/24/1990,1993,4299,4,79
5/25/1990,1955,21470,5,351
5/26/1990,1935,4425,1,100
5/27/1990,1970,3450,2,86
5/28/1990,1957,4398,4,97
5/29/1990,1988,6832,2,130
5/30/1990,1980,4513,2,86
5/31/1990,1981,10360,3,231
12/1/1988,2015,7943,0,186
12/2/1988,2053,4210,0,85
12/3/1988,2014,2972,-1,70
12/4/1988,2032,4543,-1,110
12/5/1988,2040,4071,-1,78
12/6/1988,2060,3343,0,69
12/7/1988,2037,8377,-2,162
12/8/1988,2043,17824,0,484
12/9/1988,2063,7113,1,135
12/10/1988,1984,10624,9,304
12/11/1988,2014,9939,-2,259
12/12/1988,1995,5599,-1,124
12/13/1988,2030,7170,0,134
12/14/1988,2030,8995,2,223
12/15/1988,2047,12844,16,296
12/16/1988,2044,15880,0,341
12/17/1988,1985,14303,1,276
12/18/1988,2013,5795,0,129
12/19/1988,2028,7352,-1,167
12/20/1988,2042,17280,11,397
12/21/1988,2053,25194,-1,614
12/22/1988,2052,63899,2,1109
12/23/1988,2064,45905,0,896
12/24/1988,1864,24404,0,456
12/25/1988,1846,4561,-1,75
12/26/1988,2019,47493,0,536
12/27/1988,2037,76829,0,1118
12/28/1988,2043,32814,9,740
12/29/1988,2014,14184,0,327
12/30/1988,2039,17108,-1,425
12/31/1988,1959,16099,9,312
6/1/1990,2000,42168,4,653
6/2/1990,1925,9064,13,211
6/3/1990,1912,25763,12,466
6/4/1990,1979,6619,79,126
6/5/1990,1977,8860,0,193
6/6/1990,1973,8765,1,173
6/7/1990,1966,8413,3,176
6/8/1990,1969,10687,5,254
6/9/1990,1936,5804,-1,111
6/10/1990,1950,3933,1,82
6/11/1990,1999,2917,0,68
6/12/1990,1963,5124,4,93
6/13/1990,1939,7090,0,129
6/14/1990,1906,24489,21,444
6/15/1990,1953,7715,1,148
6/16/1990,1946,5541,-2,126
6/17/1990,1951,4635,10,84
6/18/1990,2002,15386,-2,239
6/19/1990,1985,14829,33,238
6/20/1990,1950,5431,28,105
6/21/1990,1929,11252,-1,173
6/22/1990,1982,29572,28,482
6/23/1990,1953,6352,0,131
6/24/1990,1973,44229,5,700
6/25/1990,1963,8333,0,149
6/26/1990,1996,10760,5,199
6/27/1990,1916,23860,0,322
6/28/1990,1973,17037,9,305
6/29/1990,1991,30562,42,551
6/30/1990,1949,9565,5,221
1/1/2004,1901,11240,-5,277
1/2/2004,1961,54899,-9,676
1/3/2004,1916,30362,-1,617
1/4/2004,1974,68060,0,832
1/5/2004,2037,79751,-2,1085
1/6/2004,2005,56809,17,932
1/7/2004,2004,13868,-3,327
1/8/2004,2011,5014,-3,206
1/9/2004,2015,12871,-9,367
1/10/2004,1795,16599,63,300
1/11/2004,1937,12960,-4,289
1/12/2004,2006,18200,-5,419
1/13/2004,1998,-173,-2,139
1/14/2004,1997,13045,-10,341
1/15/2004,2010,24055,-5,452
1/16/2004,2017,32309,51,612
1/17/2004,1794,18128,-6,407
1/18/2004,1938,19269,-7,430
1/19/2004,2004,8422,-4,237
1/20/2004,2000,3386,-4,197
1/21/2004,1999,5885,-4,257
1/22/2004,2010,4793,-5,191
1/23/2004,2015,23503,-5,417
1/24/2004,1793,12686,-4,334
1/25/2004,1932,21360,-9,407
1/26/2004,2005,36244,0,611
1/27/2004,1999,14351,0,343
1/28/2004,2000,23260,-3,441
1/29/2004,2009,27663,-3,461
1/30/2004,2012,15264,-4,355
1/31/2004,1799,17779,-4,378
1/1/1995,1963,10473,0,197
1/2/1995,2038,14280,5,298
1/3/1995,2050,48636,21,919
1/4/1995,2022,22455,91,463
1/5/1995,2025,21522,9,402
1/6/1995,2026,31357,17,570
1/7/1995,1883,17269,24,342
1/8/1995,1956,13797,14,233
1/9/1995,2026,13924,5,212
1/10/1995,2025,11920,3,218
1/11/1995,2026,26320,-2,434
1/12/1995,2025,41339,2,599
1/13/1995,2025,13502,0,239
1/14/1995,1881,13269,13,263
1/15/1995,1947,8596,2,160
1/16/1995,2017,9621,0,180
1/17/1995,2015,7382,-1,158
1/18/1995,2017,38539,44,788
1/19/1995,2015,35433,0,580
1/20/1995,2017,10724,-1,199
1/21/1995,1873,10783,1,214
1/22/1995,1946,50872,-1,875
1/23/1995,2015,7174,1,157
1/24/1995,2015,5832,0,124
1/25/1995,2016,6469,-1,121
1/26/1995,2015,63329,31,856
1/27/1995,2022,13155,2,267
1/28/1995,1878,7393,0,148
1/29/1995,1946,21197,9,615
1/30/1995,2015,8437,0,179
1/31/1995,2001,4740,-1,94
7/1/1990,1962,10092,28,183
7/2/1990,1957,4216,36,93
7/3/1990,1928,3872,1,87
7/4/1990,1836,1786,0,52
7/5/1990,1967,8592,-1,147
7/6/1990,1987,2352,-2,61
7/7/1990,1972,1779,-2,58
7/8/1990,1949,3712,-1,71
7/9/1990,1915,7317,-1,139
7/10/1990,1957,7743,0,169
7/11/1990,1979,5492,0,133
7/12/1990,1969,14725,2,298
7/13/1990,2006,5325,1,152
7/14/1990,1955,6923,28,138
7/15/1990,1942,11079,4,231
7/16/1990,1960,3467,0,90
7/17/1990,1988,5222,-2,114
7/18/1990,1970,27441,-1,391
7/19/1990,1970,25989,1,268
7/20/1990,1948,12253,4,232
7/21/1990,1926,7733,-2,134
7/22/1990,1947,17121,1,372
7/23/1990,1982,9935,-1,163
7/24/1990,1977,11160,2,221
7/25/1990,1987,5921,-1,124
7/26/1990,1975,6177,0,89
7/27/1990,1965,5711,-1,111
7/28/1990,1953,4932,-1,106
7/29/1990,1940,5815,0,132
7/30/1990,1984,5690,0,134
7/31/1990,1994,10132,48,160
10/1/2007,1762,10676,20,298
10/2/2007,1757,10989,-1,294
10/3/2007,1760,6425,32,190
10/4/2007,1763,5763,-1,196
10/5/2007,1768,12173,-3,302
10/6/2007,1523,6630,0,179
10/7/2007,1712,9801,40,250
10/8/2007,1762,22702,3,421
10/9/2007,1757,17947,-6,326
10/10/2007,1760,16941,0,356
10/11/2007,1764,24285,0,338
10/12/2007,1769,19314,-4,384
10/13/2007,1522,9443,9,198
10/14/2007,1715,10518,-2,245
10/15/2007,1761,87606,-4,967
10/16/2007,1757,15094,-4,326
10/17/2007,1761,13222,-3,325
10/18/2007,1764,32134,-4,462
10/19/2007,1769,35886,8,578
10/20/2007,1520,9853,-4,247
10/21/2007,1715,21664,-4,405
10/22/2007,1764,21459,-3,477
10/23/2007,1755,8534,-3,268
10/24/2007,1761,14785,-1,342
10/25/2007,1764,16563,-5,354
10/26/2007,1769,17296,39,338
10/27/2007,1523,8260,-5,223
10/28/2007,1715,7573,-1,200
10/29/2007,1763,9600,-6,245
10/30/2007,1757,3440,7,174
10/31/2007,1760,5117,-2,169
10/1/1998,1833,10982,5,198
10/2/1998,1828,67482,2,622
10/3/1998,1702,34842,6,514
10/4/1998,1799,22765,-3,365
10/5/1998,1831,63966,109,594
10/6/1998,1833,31482,-3,555
10/7/1998,1830,10368,1,187
10/8/1998,1835,12241,4,234
10/9/1998,1834,18278,-2,250
10/10/1998,1701,7584,-1,176
10/11/1998,1801,8025,-3,171
10/12/1998,1834,9514,-1,184
10/13/1998,1834,5719,-4,151
10/14/1998,1836,5689,-3,125
10/15/1998,1838,9565,6,194
10/16/1998,1835,13401,-3,269
10/17/1998,1702,31001,39,508
10/18/1998,1800,12725,-2,246
10/19/1998,1832,6929,-2,156
10/20/1998,1834,8418,-1,156
10/21/1998,1833,6508,-3,160
10/22/1998,1839,6999,29,170
10/23/1998,1834,8214,-2,180
10/24/1998,1703,3712,-4,107
10/25/1998,1799,8573,0,165
10/26/1998,1834,4724,-1,113
10/27/1998,1832,4895,-3,137
10/28/1998,1833,3537,-5,122
10/29/1998,1836,15047,0,232
10/30/1998,1835,16233,-2,301
10/31/1998,1697,3405,-2,106
2/1/2004,1948,16563,-4,365
2/2/2004,2025,21842,-4,428
2/3/2004,2017,22524,-4,517
2/4/2004,2016,17231,-3,369
2/5/2004,2025,22766,0,451
2/6/2004,2030,41687,-5,716
2/7/2004,1807,15727,-1,404
2/8/2004,1947,12490,9,336
2/9/2004,2022,14000,0,386
2/10/2004,2016,6916,-1,237
2/11/2004,2013,14268,-4,345
2/12/2004,2025,11572,-3,297
2/13/2004,2029,14242,-6,320
2/14/2004,1635,41790,-2,592
2/15/2004,1707,9414,-2,271
2/16/2004,2015,7763,-13,257
2/17/2004,2018,6576,-5,235
2/18/2004,2016,2562,-9,174
2/19/2004,2026,1677,-5,164
2/20/2004,2030,25218,-7,411
2/21/2004,1806,9482,-4,251
2/22/2004,1955,11446,-1,237
2/23/2004,2023,30120,-3,510
2/24/2004,2018,14030,-4,431
2/25/2004,2016,12685,-4,317
2/26/2004,2026,5928,-3,232
2/27/2004,2031,4874,-3,202
2/28/2004,1808,595,-5,136
2/29/2004,1950,27595,1,625
2/1/1995,2008,5811,1,119
2/2/1995,2008,6008,0,125
2/3/1995,2009,10511,0,181
2/4/1995,1871,16292,-1,245
2/5/1995,1939,12163,-1,193
2/6/1995,2007,8117,-2,152
2/7/1995,2005,9004,0,184
2/8/1995,2008,5075,2,98
2/9/1995,2007,4689,2,103
2/10/1995,2006,10502,3,185
2/11/1995,1870,24614,1,574
2/12/1995,1941,13421,0,228
2/13/1995,2007,40415,1,747
2/14/1995,2006,65272,-1,751
2/15/1995,2004,50855,23,941
2/16/1995,2005,14889,2,326
2/17/1995,2010,9712,3,171
2/18/1995,1828,8447,-5,133
2/19/1995,1876,6389,26,132
2/20/1995,1934,7708,0,147
2/21/1995,2012,6985,0,141
2/22/1995,2010,5146,1,106
2/23/1995,2010,5284,-1,118
2/24/1995,2011,9506,0,176
2/25/1995,1873,6562,-3,129
2/26/1995,1943,16575,0,341
2/27/1995,2011,17848,-1,395
2/28/1995,2009,40871,-3,665
8/1/1990,1991,7274,-1,163
8/2/1990,1968,7423,8,133
8/3/1990,1998,24882,0,398
8/4/1990,1974,30036,0,687
8/5/1990,1954,18814,-4,358
8/6/1990,1986,6342,2,138
8/7/1990,1996,4806,0,91
8/8/1990,2008,4668,0,115
8/9/1990,1958,7972,0,151
8/10/1990,1991,15812,-1,232
8/11/1990,1925,11335,-1,236
8/12/1990,1895,9251,-1,175
8/13/1990,1968,13399,-2,158
8/14/1990,1968,5824,18,122
8/15/1990,1971,9426,0,159
8/16/1990,1963,8242,4,145
8/17/1990,1951,10877,-1,225
8/18/1990,1933,6810,2,146
8/19/1990,1922,18145,4,209
8/20/1990,1942,17909,49,408
8/21/1990,1922,10136,14,215
8/22/1990,1984,8465,1,174
8/23/1990,1969,21941,2,296
8/24/1990,1970,13768,-2,243
8/25/1990,1944,7153,-1,167
8/26/1990,1935,6668,-1,107
8/27/1990,1973,8246,6,116
8/28/1990,1986,19338,-1,214
8/29/1990,1971,8249,-1,133
8/30/1990,1991,6808,-1,102
8/31/1990,1942,5841,2,108
11/1/2007,1763,11673,-5,276
11/2/2007,1770,9411,0,257
11/3/2007,1525,5695,-2,153
11/4/2007,1715,8449,-5,238
11/5/2007,1765,16019,0,311
11/6/2007,1756,16065,-1,356
11/7/2007,1760,8730,-3,215
11/8/2007,1764,13018,-4,275
11/9/2007,1769,20349,0,370
11/10/2007,1525,6757,-4,186
11/11/2007,1716,12193,-5,254
11/12/2007,1764,12036,-1,275
11/13/2007,1755,7633,-1,247
11/14/2007,1761,21228,-4,423
11/15/2007,1774,31824,-2,542
11/16/2007,1777,25328,-3,411
11/17/2007,1535,8830,2,225
11/18/2007,1721,16630,-3,321
11/19/2007,1774,78775,11,1129
11/20/2007,1767,33518,22,571
11/21/2007,1771,21244,-2,459
11/22/2007,1262,6981,-3,169
11/23/2007,1621,4200,-5,164
11/24/2007,1535,11365,-2,302
11/25/2007,1720,20635,-4,438
11/26/2007,1775,26516,18,523
11/27/2007,1767,20499,-4,430
11/28/2007,1773,8847,-4,265
11/29/2007,1775,11226,-2,273
11/30/2007,1774,13719,-5,325
11/1/1998,1777,22474,-1,520
11/2/1998,1819,5449,-1,127
11/3/1998,1823,3173,-4,122
11/4/1998,1822,9153,0,197
11/5/1998,1824,7427,-1,155
11/6/1998,1822,9653,-4,169
11/7/1998,1690,7574,25,157
11/8/1998,1790,21140,-3,352
11/9/1998,1821,8129,7,189
11/10/1998,1824,33733,22,409
11/11/1998,1821,13459,0,270
11/12/1998,1825,11938,-3,315
11/13/1998,1821,10946,0,228
11/14/1998,1690,4229,-2,121
11/15/1998,1790,12422,-9,244
11/16/1998,1823,7051,-2,149
11/17/1998,1823,5379,-3,167
11/18/1998,1822,2406,8,109
11/19/1998,1824,7109,27,160
11/20/1998,1821,10465,-2,206
11/21/1998,1692,5341,2,145
11/22/1998,1790,4027,-3,114
11/23/1998,1822,3778,-2,118
11/24/1998,1824,7754,-2,171
11/25/1998,1826,3756,-2,117
11/26/1998,1303,2397,0,80
11/27/1998,1686,-307,-1,66
11/28/1998,1661,6229,-5,149
11/29/1998,1779,14277,-8,233
11/30/1998,1825,15627,-4,280
3/1/2004,2019,26362,-2,401
3/2/2004,1999,-127,-4,159
3/3/2004,2001,4308,2,190
3/4/2004,2010,50200,-7,610
3/5/2004,2013,31871,-8,537
3/6/2004,1794,8858,-4,227
3/7/2004,1934,18212,17,347
3/8/2004,2007,4394,-3,206
3/9/2004,2002,20,-4,145
3/10/2004,2002,4537,-5,211
3/11/2004,2010,15569,-6,359
3/12/2004,2013,14814,-4,362
3/13/2004,1798,2680,-4,164
3/14/2004,1934,25853,-4,403
3/15/2004,2006,2715,-4,170
3/16/2004,2002,17506,-6,330
3/17/2004,2002,36193,-10,616
3/18/2004,2008,49787,-6,632
3/19/2004,2013,11603,-7,324
3/20/2004,1795,13305,-3,334
3/21/2004,1934,8338,122,240
3/22/2004,2006,2939,-3,155
3/23/2004,2000,-1691,-2,104
3/24/2004,2002,8227,-7,292
3/25/2004,2010,19844,-1,362
3/26/2004,2015,11411,-6,304
3/27/2004,1795,9187,-4,295
3/28/2004,1932,22215,-4,408
3/29/2004,2006,961,-6,144
3/30/2004,2001,1619,-3,160
3/31/2004,1999,6432,-5,222
3/1/1995,2010,37740,13,692
3/2/1995,1968,60246,0,684
3/3/1995,1980,41477,31,783
3/4/1995,1837,39581,35,673
3/5/1995,1915,27269,0,644
3/6/1995,1977,50597,65,846
3/7/1995,1979,42641,17,732
3/8/1995,1978,14345,3,265
3/9/1995,1978,10249,1,192
3/10/1995,1981,9463,0,161
3/11/1995,1835,26225,421,660
3/12/1995,1914,23186,3,360
3/13/1995,1980,26279,27,650
3/14/1995,1979,21380,-2,542
3/15/1995,1978,13901,3,375
3/16/1995,1979,9453,1,203
3/17/1995,1979,10755,3,194
3/18/1995,1837,11369,3,228
3/19/1995,1914,10773,2,193
3/20/1995,1980,13175,3,284
3/21/1995,1979,4950,-2,106
3/22/1995,1978,6382,-2,131
3/23/1995,1980,8360,4,156
3/24/1995,1978,7909,0,146
3/25/1995,1833,51755,-1,469
3/26/1995,1911,35455,2,649
3/27/1995,1974,12897,4,262
3/28/1995,1973,7456,0,221
3/29/1995,1972,6103,0,131
3/30/1995,1974,7092,2,143
3/31/1995,1974,7683,-1,147
9/1/1990,1860,4359,-2,75
9/2/1990,1824,1970,-3,54
9/3/1990,1982,2001,-2,45
9/4/1990,2007,3068,1,63
9/5/1990,1969,5483,-1,89
9/6/1990,1940,7795,-2,134
9/7/1990,1983,13163,9,270
9/8/1990,1956,7763,4,140
9/9/1990,1941,5921,-1,116
9/10/1990,1960,7894,0,176
9/11/1990,1983,5472,0,137
9/12/1990,1950,3819,-1,75
9/13/1990,1962,10150,-3,190
9/14/1990,1969,61191,108,683
9/15/1990,1918,4323,0,80
9/16/1990,1946,4895,0,113
9/17/1990,1987,7517,24,164
9/18/1990,1967,3130,2,71
9/19/1990,1983,2985,13,65
9/20/1990,2008,10358,4,234
9/21/1990,1972,13340,16,361
9/22/1990,1969,5301,8,91
9/23/1990,1981,4216,2,84
9/24/1990,2045,1501,1,46
9/25/1990,1995,1883,-2,49
9/26/1990,1995,3425,0,76
9/27/1990,1989,5220,2,92
9/28/1990,1961,5632,-2,101
9/29/1990,1959,3598,-1,79
9/30/1990,1978,4410,2,84
12/1/2007,1534,10728,-2,222
12/2/2007,1720,37502,-1,598
12/3/2007,1775,19876,-4,398
12/4/2007,1766,16843,-2,327
12/5/2007,1771,34664,0,544
12/6/2007,1774,21336,4,433
12/7/2007,1775,22993,-4,466
12/8/2007,1535,9515,6,257
12/9/2007,1720,48398,12,733
12/10/2007,1775,40307,0,685
12/11/2007,1767,29476,0,522
12/12/2007,1753,29327,3,625
12/13/2007,1734,23902,-7,443
12/14/2007,1750,36426,29,682
12/15/2007,1535,49949,0,748
12/16/2007,1699,37334,83,633
12/17/2007,1743,30003,-3,555
12/18/2007,1742,26063,76,458
12/19/2007,1743,23317,-5,481
12/20/2007,1747,33961,3,572
12/21/2007,1749,69872,0,842
12/22/2007,1537,65598,24,829
12/23/2007,1701,67711,62,847
12/24/2007,1359,13958,49,289
12/25/2007,1690,13889,32,288
12/26/2007,1743,33758,14,697
12/27/2007,1747,37911,25,665
12/28/2007,1749,52495,34,800
12/29/2007,1537,20155,22,443
12/30/2007,1702,26321,-7,496
12/31/2007,1704,28749,-4,497
12/1/1998,1818,9150,-1,198
12/2/1998,1765,5634,-5,145
12/3/1998,1770,5814,-3,131
12/4/1998,1778,6045,-1,145
12/5/1998,1651,1922,-2,86
12/6/1998,1740,14206,-2,320
12/7/1998,1775,6851,1,176
12/8/1998,1776,5874,0,152
12/9/1998,1775,2745,-3,94
12/10/1998,1775,9472,0,241
12/11/1998,1777,7662,-3,168
12/12/1998,1653,2960,-4,93
12/13/1998,1739,4993,-6,128
12/14/1998,1769,2387,1,90
12/15/1998,1833,3992,-4,117
12/16/1998,1846,7165,20,153
12/17/1998,1845,12131,64,236
12/18/1998,1847,24106,-3,438
12/19/1998,1675,17729,0,315
12/20/1998,1754,18801,2,386
12/21/1998,1827,24213,48,513
12/22/1998,1834,29790,4,561
12/23/1998,1841,61331,117,760
12/24/1998,1784,49125,23,833
12/25/1998,1771,14153,-2,277
12/26/1998,1670,13249,-3,226
12/27/1998,1736,10920,-8,193
12/28/1998,1788,20402,17,287
12/29/1998,1779,41859,151,550
12/30/1998,1777,21576,-1,361
12/31/1998,1754,10992,-1,221
4/1/2004,2010,14859,-3,328
4/2/2004,2013,11722,-5,303
4/3/2004,1794,9993,-5,261
4/4/2004,1913,7035,-7,219
4/5/2004,1988,1159,-4,161
4/6/2004,1982,-1270,-5,119
4/7/2004,1982,-3417,1,87
4/8/2004,1992,16860,-4,398
4/9/2004,1997,-805,-3,119
4/10/2004,1786,536,-4,143
4/11/2004,1917,3064,-1,130
4/12/2004,1987,10140,-3,299
4/13/2004,1981,19149,1,317
4/14/2004,1980,5749,-6,218
4/15/2004,1990,4382,-1,207
4/16/2004,1992,1299,-4,146
4/17/2004,1784,618,-4,114
4/18/2004,1917,11721,0,282
4/19/2004,1985,12109,-4,340
4/20/2004,1982,5466,-9,194
4/21/2004,1981,5629,-6,210
4/22/2004,1988,2288,-3,152
4/23/2004,1989,6480,-6,224
4/24/2004,1782,32869,-5,712
4/25/2004,1915,20567,-3,396
4/26/2004,1985,8838,-1,325
4/27/2004,1980,177,-3,146
4/28/2004,1978,17061,-3,319
4/29/2004,1990,14230,-9,364
4/30/2004,1977,15482,-4,367
4/1/1995,1819,6672,-1,135
4/2/1995,1883,7410,-1,153
4/3/1995,1966,5016,0,101
4/4/1995,1963,6812,29,178
4/5/1995,1963,14512,34,349
4/6/1995,1962,14283,0,248
4/7/1995,1964,8065,3,175
4/8/1995,1820,7715,-2,132
4/9/1995,1893,13830,0,307
4/10/1995,1964,87111,0,769
4/11/1995,1962,18884,34,395
4/12/1995,1964,11576,2,217
4/13/1995,1964,5849,0,110
4/14/1995,1965,2772,-3,81
4/15/1995,1821,1715,0,62
4/16/1995,1889,5728,-1,114
4/17/1995,1960,8686,4,162
4/18/1995,1961,32429,-2,499
4/19/1995,1957,47900,102,469
4/20/1995,1958,14231,1,308
4/21/1995,1961,7583,-1,173
4/22/1995,1819,18365,3,356
4/23/1995,1888,9249,7,162
4/24/1995,1962,5337,0,100
4/25/1995,1960,2821,0,73
4/26/1995,1959,17310,-1,329
4/27/1995,1960,5369,1,121
4/28/1995,1960,4276,0,94
4/29/1995,1817,6318,2,116
4/30/1995,1884,12197,0,222
5/1/2004,1730,8949,-5,228
5/2/2004,1899,6270,-8,212
5/3/2004,1968,13021,-2,258
5/4/2004,1954,-1127,-6,113
5/5/2004,1956,-3443,-5,90
5/6/2004,1963,2481,-8,182
5/7/2004,1967,24703,-6,455
5/8/2004,1747,3211,-8,180
5/9/2004,1896,16233,-6,237
5/10/2004,1968,14870,-6,262
5/11/2004,1954,11768,-4,335
5/12/2004,1954,19129,-6,326
5/13/2004,1964,49521,-7,561
5/14/2004,1969,37111,15,629
5/15/2004,1747,344,-7,132
5/16/2004,1894,5519,-9,200
5/17/2004,1967,19869,-3,351
5/18/2004,1956,20870,-3,494
5/19/2004,1956,2554,-5,170
5/20/2004,1961,3121,-7,134
