year,state,people,,Sum of people,Column Labels,,,,,,,,,,,,,,
1995,AK,1880,,Row Labels,AK,AZ,CA,ID,ME,MI,MN,MT,ND,NM,NY,TX,VT,WA,Grand Total
2013,TX,161423,,,,,,,,,,,,,,,,,
2013,TX,152040,,,,,,,,,,,,,,,,,
2013,TX,153010,,,,,,,,,,,,,,,,,
2013,TX,154672,,,,,,,,,,,,,,,,,
2013,TX,176325,,,,,,,,,,,,,,,,,
2013,TX,362872,,,,,,,,,,,,,,,,,
2013,TX,373699,,,,,,,,,,,,,,,,,
2013,TX,441742,,,,,,,,,,,,,,,,,
2013,TX,343193,,,,,,,,,,,,,,,,,
2013,TX,337339,,,,,,,,,,,,,,,,,
2013,TX,321074,,,,,,,,,,,,,,,,,
2013,TX,337949,,,,,,,,,,,,,,,,,
2013,TX,338739,,,,,,,,,,,,,,,,,
2013,TX,304150,,,,,,,,,,,,,,,,,
2013,TX,322539,,,,,,,,,,,,,,,,,
2013,TX,363630,,,,,,,,,,,,,,,,,
2013,TX,450016,,,,,,,,,,,,,,,,,
2013,TX,87898,,,,,,,,,,,,,,,,,
2013,TX,90926,,,,,,,,,,,,,,,,,
2013,TX,98580,,,,,,,,,,,,,,,,,
2013,TX,80544,,,,,,,,,,,,,,,,,
2013,TX,93816,,,,,,,,,,,,,,,,,
2013,TX,91482,,,,,,,,,,,,,,,,,
2013,TX,93495,,,,,,,,,,,,,,,,,
2013,TX,95906,,,,,,,,,,,,,,,,,
2013,TX,90119,,,,,,,,,,,,,,,,,
2013,TX,92570,,,,,,,,,,,,,,,,,
2013,TX,96226,,,,,,,,,,,,,,,,,
2013,TX,110307,,,,,,,,,,,,,,,,,
2013,TX,189216,,,,,,,,,,,,,,,,,
2013,TX,177406,,,,,,,,,,,,,,,,,
2013,TX,203439,,,,,,,,,,,,,,,,,
2013,TX,180478,,,,,,,,,,,,,,,,,
2013,TX,187617,,,,,,,,,,,,,,,,,
2013,TX,174186,,,,,,,,,,,,,,,,,
2013,TX,180296,,,,,,,,,,,,,,,,,
2013,TX,181651,,,,,,,,,,,,,,,,,
2013,TX,181234,,,,,,,,,,,,,,,,,
2013,TX,186791,,,,,,,,,,,,,,,,,
2013,TX,188832,,,,,,,,,,,,,,,,,
2013,TX,220247,,,,,,,,,,,,,,,,,
2013,VT,10318,,,,,,,,,,,,,,,,,
2013,VT,9989,,,,,,,,,,,,,,,,,
2013,VT,12831,,,,,,,,,,,,,,,,,
2013,VT,11804,,,,,,,,,,,,,,,,,
2013,VT,16361,,,,,,,,,,,,,,,,,
2013,VT,24482,,,,,,,,,,,,,,,,,
2013,VT,36504,,,,,,,,,,,,,,,,,
2013,VT,38131,,,,,,,,,,,,,,,,,
2013,VT,20486,,,,,,,,,,,,,,,,,
2013,VT,17625,,,,,,,,,,,,,,,,,
2013,VT,12880,,,,,,,,,,,,,,,,,
2013,VT,11515,,,,,,,,,,,,,,,,,
2013,VT,108015,,,,,,,,,,,,,,,,,
2013,VT,110170,,,,,,,,,,,,,,,,,
2013,VT,145922,,,,,,,,,,,,,,,,,
2013,VT,111785,,,,,,,,,,,,,,,,,
2013,VT,146139,,,,,,,,,,,,,,,,,
2013,VT,187865,,,,,,,,,,,,,,,,,
2013,VT,271129,,,,,,,,,,,,,,,,,
2013,VT,294580,,,,,,,,,,,,,,,,,
2013,VT,166991,,,,,,,,,,,,,,,,,
2013,VT,158446,,,,,,,,,,,,,,,,,
2013,VT,117507,,,,,,,,,,,,,,,,,
2013,VT,120742,,,,,,,,,,,,,,,,,
2013,VT,78535,,,,,,,,,,,,,,,,,
2013,VT,73379,,,,,,,,,,,,,,,,,
2013,VT,121495,,,,,,,,,,,,,,,,,
2013,VT,92824,,,,,,,,,,,,,,,,,
2013,VT,129423,,,,,,,,,,,,,,,,,
2013,VT,162896,,,,,,,,,,,,,,,,,
2013,VT,231214,,,,,,,,,,,,,,,,,
2013,VT,266995,,,,,,,,,,,,,,,,,
2013,VT,140054,,,,,,,,,,,,,,,,,
2013,VT,134207,,,,,,,,,,,,,,,,,
2013,VT,104231,,,,,,,,,,,,,,,,,
2013,VT,92984,,,,,,,,,,,,,,,,,
2013,VT,11076,,,,,,,,,,,,,,,,,
2013,VT,11487,,,,,,,,,,,,,,,,,
2013,VT,13246,,,,,,,,,,,,,,,,,
2013,VT,13019,,,,,,,,,,,,,,,,,
2013,VT,15944,,,,,,,,,,,,,,,,,
2013,VT,19733,,,,,,,,,,,,,,,,,
2013,VT,28559,,,,,,,,,,,,,,,,,
2013,VT,28853,,,,,,,,,,,,,,,,,
2013,VT,18092,,,,,,,,,,,,,,,,,
2013,VT,15691,,,,,,,,,,,,,,,,,
2013,VT,12613,,,,,,,,,,,,,,,,,
2013,VT,12541,,,,,,,,,,,,,,,,,
2013,VT,26773,,,,,,,,,,,,,,,,,
2013,VT,26391,,,,,,,,,,,,,,,,,
2013,VT,34390,,,,,,,,,,,,,,,,,
2013,VT,27316,,,,,,,,,,,,,,,,,
2013,VT,32762,,,,,,,,,,,,,,,,,
2013,VT,37595,,,,,,,,,,,,,,,,,
2013,VT,46023,,,,,,,,,,,,,,,,,
2013,VT,48387,,,,,,,,,,,,,,,,,
2013,VT,37709,,,,,,,,,,,,,,,,,
2013,VT,34447,,,,,,,,,,,,,,,,,
2013,VT,29330,,,,,,,,,,,,,,,,,
2013,VT,29007,,,,,,,,,,,,,,,,,
2013,WA,0,,,,,,,,,,,,,,,,,
2013,WA,0,,,,,,,,,,,,,,,,,
2013,WA,2782,,,,,,,,,,,,,,,,,
2013,WA,9326,,,,,,,,,,,,,,,,,
2013,WA,9465,,,,,,,,,,,,,,,,,
2013,WA,11236,,,,,,,,,,,,,,,,,
2013,WA,17332,,,,,,,,,,,,,,,,,
2013,WA,21385,,,,,,,,,,,,,,,,,
2013,WA,12833,,,,,,,,,,,,,,,,,
2013,WA,9316,,,,,,,,,,,,,,,,,
2013,WA,7644,,,,,,,,,,,,,,,,,
2013,WA,7817,,,,,,,,,,,,,,,,,
2013,WA,1021151,,,,,,,,,,,,,,,,,
2013,WA,1027306,,,,,,,,,,,,,,,,,
2013,WA,1260416,,,,,,,,,,,,,,,,,
2013,WA,1125225,,,,,,,,,,,,,,,,,
2013,WA,1247000,,,,,,,,,,,,,,,,,
2013,WA,1290045,,,,,,,,,,,,,,,,,
2013,WA,1467524,,,,,,,,,,,,,,,,,
2013,WA,1570962,,,,,,,,,,,,,,,,,
2013,WA,1201115,,,,,,,,,,,,,,,,,
2013,WA,1151174,,,,,,,,,,,,,,,,,
2013,WA,1137536,,,,,,,,,,,,,,,,,
2013,WA,1214681,,,,,,,,,,,,,,,,,
2013,WA,11329,,,,,,,,,,,,,,,,,
2013,WA,12331,,,,,,,,,,,,,,,,,
2013,WA,14262,,,,,,,,,,,,,,,,,
2013,WA,13404,,,,,,,,,,,,,,,,,
2013,WA,15574,,,,,,,,,,,,,,,,,
2013,WA,16412,,,,,,,,,,,,,,,,,
2013,WA,16984,,,,,,,,,,,,,,,,,
2013,WA,17060,,,,,,,,,,,,,,,,,
2013,WA,13357,,,,,,,,,,,,,,,,,
2013,WA,11687,,,,,,,,,,,,,,,,,
2013,WA,12576,,,,,,,,,,,,,,,,,
2013,WA,11795,,,,,,,,,,,,,,,,,
2013,WA,9170,,,,,,,,,,,,,,,,,
2013,WA,9263,,,,,,,,,,,,,,,,,
2013,WA,10584,,,,,,,,,,,,,,,,,
2013,WA,11316,,,,,,,,,,,,,,,,,
2013,WA,13478,,,,,,,,,,,,,,,,,
2013,WA,14174,,,,,,,,,,,,,,,,,
2013,WA,16524,,,,,,,,,,,,,,,,,
2013,WA,16069,,,,,,,,,,,,,,,,,
2013,WA,12306,,,,,,,,,,,,,,,,,
2013,WA,11320,,,,,,,,,,,,,,,,,
2013,WA,10097,,,,,,,,,,,,,,,,,
2013,WA,11384,,,,,,,,,,,,,,,,,
2013,WA,935,,,,,,,,,,,,,,,,,
2013,WA,1349,,,,,,,,,,,,,,,,,
2013,WA,1689,,,,,,,,,,,,,,,,,
2013,WA,1727,,,,,,,,,,,,,,,,,
2013,WA,2864,,,,,,,,,,,,,,,,,
2013,WA,3362,,,,,,,,,,,,,,,,,
2013,WA,3903,,,,,,,,,,,,,,,,,
2013,WA,4553,,,,,,,,,,,,,,,,,
2013,WA,2854,,,,,,,,,,,,,,,,,
2013,WA,2422,,,,,,,,,,,,,,,,,
2013,WA,2009,,,,,,,,,,,,,,,,,
2013,WA,1666,,,,,,,,,,,,,,,,,
2013,WA,0,,,,,,,,,,,,,,,,,
2013,WA,0,,,,,,,,,,,,,,,,,
2013,WA,177,,,,,,,,,,,,,,,,,
2013,WA,613,,,,,,,,,,,,,,,,,
2013,WA,832,,,,,,,,,,,,,,,,,
2013,WA,1052,,,,,,,,,,,,,,,,,
2013,WA,1551,,,,,,,,,,,,,,,,,
2013,WA,1813,,,,,,,,,,,,,,,,,
2013,WA,1246,,,,,,,,,,,,,,,,,
2013,WA,781,,,,,,,,,,,,,,,,,
2013,WA,395,,,,,,,,,,,,,,,,,
2013,WA,625,,,,,,,,,,,,,,,,,
2013,WA,11301,,,,,,,,,,,,,,,,,
2013,WA,13185,,,,,,,,,,,,,,,,,
2013,WA,14262,,,,,,,,,,,,,,,,,
2013,WA,10879,,,,,,,,,,,,,,,,,
2013,WA,12158,,,,,,,,,,,,,,,,,
2013,WA,13438,,,,,,,,,,,,,,,,,
2013,WA,15210,,,,,,,,,,,,,,,,,
2013,WA,17356,,,,,,,,,,,,,,,,,
2013,WA,12089,,,,,,,,,,,,,,,,,
2013,WA,12678,,,,,,,,,,,,,,,,,
2013,WA,12583,,,,,,,,,,,,,,,,,
2013,WA,12570,,,,,,,,,,,,,,,,,
2013,WA,8251,,,,,,,,,,,,,,,,,
2013,WA,9059,,,,,,,,,,,,,,,,,
2013,WA,11020,,,,,,,,,,,,,,,,,
2013,WA,10154,,,,,,,,,,,,,,,,,
2013,WA,12909,,,,,,,,,,,,,,,,,
2013,WA,14099,,,,,,,,,,,,,,,,,
2013,WA,20082,,,,,,,,,,,,,,,,,
2013,WA,22855,,,,,,,,,,,,,,,,,
2013,WA,13519,,,,,,,,,,,,,,,,,
2013,WA,12055,,,,,,,,,,,,,,,,,
2013,WA,11232,,,,,,,,,,,,,,,,,
2013,WA,10038,,,,,,,,,,,,,,,,,
2013,WA,160120,,,,,,,,,,,,,,,,,
2013,WA,168162,,,,,,,,,,,,,,,,,
2013,WA,203797,,,,,,,,,,,,,,,,,
2013,WA,182063,,,,,,,,,,,,,,,,,
2013,WA,203180,,,,,,,,,,,,,,,,,
2013,WA,196492,,,,,,,,,,,,,,,,,
2013,WA,241742,,,,,,,,,,,,,,,,,
2013,WA,274624,,,,,,,,,,,,,,,,,
2013,WA,194616,,,,,,,,,,,,,,,,,
2013,WA,205818,,,,,,,,,,,,,,,,,
2013,WA,188366,,,,,,,,,,,,,,,,,
2013,WA,751229,,,,,,,,,,,,,,,,,
2013,WA,5705,,,,,,,,,,,,,,,,,
2013,WA,6415,,,,,,,,,,,,,,,,,
2013,WA,8207,,,,,,,,,,,,,,,,,
2013,WA,5648,,,,,,,,,,,,,,,,,
2013,WA,6832,,,,,,,,,,,,,,,,,
2013,WA,8080,,,,,,,,,,,,,,,,,
2013,WA,11649,,,,,,,,,,,,,,,,,
2013,WA,14691,,,,,,,,,,,,,,,,,
2013,WA,8465,,,,,,,,,,,,,,,,,
2013,WA,6686,,,,,,,,,,,,,,,,,
2013,WA,6233,,,,,,,,,,,,,,,,,
2013,WA,5356,,,,,,,,,,,,,,,,,
2013,WA,836,,,,,,,,,,,,,,,,,
2013,WA,1335,,,,,,,,,,,,,,,,,
2013,WA,1943,,,,,,,,,,,,,,,,,
2013,WA,1864,,,,,,,,,,,,,,,,,
2013,WA,2657,,,,,,,,,,,,,,,,,
2013,WA,2855,,,,,,,,,,,,,,,,,
2013,WA,3969,,,,,,,,,,,,,,,,,
2013,WA,4637,,,,,,,,,,,,,,,,,
2013,WA,2612,,,,,,,,,,,,,,,,,
2013,WA,2133,,,,,,,,,,,,,,,,,
2013,WA,1386,,,,,,,,,,,,,,,,,
2013,WA,1199,,,,,,,,,,,,,,,,,
2013,WA,47687,,,,,,,,,,,,,,,,,
2013,WA,50481,,,,,,,,,,,,,,,,,
2013,WA,63558,,,,,,,,,,,,,,,,,
2013,WA,52647,,,,,,,,,,,,,,,,,
2013,WA,78492,,,,,,,,,,,,,,,,,
2013,WA,83600,,,,,,,,,,,,,,,,,
2013,WA,104090,,,,,,,,,,,,,,,,,
2013,WA,122343,,,,,,,,,,,,,,,,,
2013,WA,80629,,,,,,,,,,,,,,,,,
2013,WA,73835,,,,,,,,,,,,,,,,,
2013,WA,60452,,,,,,,,,,,,,,,,,
2013,WA,55526,,,,,,,,,,,,,,,,,
2013,WA,197850,,,,,,,,,,,,,,,,,
2013,WA,195584,,,,,,,,,,,,,,,,,
2013,WA,228090,,,,,,,,,,,,,,,,,
2013,WA,218901,,,,,,,,,,,,,,,,,
2013,WA,252396,,,,,,,,,,,,,,,,,
2013,WA,258221,,,,,,,,,,,,,,,,,
2013,WA,290486,,,,,,,,,,,,,,,,,
2013,WA,278060,,,,,,,,,,,,,,,,,
2013,WA,229500,,,,,,,,,,,,,,,,,
2013,WA,223711,,,,,,,,,,,,,,,,,
2013,WA,209146,,,,,,,,,,,,,,,,,
2013,WA,229034,,,,,,,,,,,,,,,,,
2013,WA,4063,,,,,,,,,,,,,,,,,
2013,WA,4793,,,,,,,,,,,,,,,,,
2013,WA,11587,,,,,,,,,,,,,,,,,
2013,WA,10932,,,,,,,,,,,,,,,,,
2013,WA,61916,,,,,,,,,,,,,,,,,
2013,WA,21662,,,,,,,,,,,,,,,,,
2013,WA,36619,,,,,,,,,,,,,,,,,
2013,WA,36294,,,,,,,,,,,,,,,,,
2013,WA,22869,,,,,,,,,,,,,,,,,
2013,WA,15419,,,,,,,,,,,,,,,,,
2013,WA,9971,,,,,,,,,,,,,,,,,
2013,WA,10250,,,,,,,,,,,,,,,,,
2013,WA,239058,,,,,,,,,,,,,,,,,
2013,WA,244712,,,,,,,,,,,,,,,,,
2013,WA,288905,,,,,,,,,,,,,,,,,
2013,WA,261650,,,,,,,,,,,,,,,,,
2013,WA,291926,,,,,,,,,,,,,,,,,
2013,WA,305866,,,,,,,,,,,,,,,,,
2013,WA,351349,,,,,,,,,,,,,,,,,
2013,WA,382021,,,,,,,,,,,,,,,,,
2013,WA,291580,,,,,,,,,,,,,,,,,
2013,WA,278787,,,,,,,,,,,,,,,,,
2013,WA,264296,,,,,,,,,,,,,,,,,
2013,WA,269405,,,,,,,,,,,,,,,,,
year,state,people,,,,,,,,,,,,,,,,,
2014,AK,2271,,,,,,,,,,,,,,,,,
2014,AK,2134,,,,,,,,,,,,,,,,,
2014,AK,3901,,,,,,,,,,,,,,,,,
2014,AK,6388,,,,,,,,,,,,,,,,,
2014,AK,15257,,,,,,,,,,,,,,,,,
2014,AK,27387,,,,,,,,,,,,,,,,,
2014,AK,28501,,,,,,,,,,,,,,,,,
2014,AK,15642,,,,,,,,,,,,,,,,,
2014,AK,8997,,,,,,,,,,,,,,,,,
2014,AK,4235,,,,,,,,,,,,,,,,,
2014,AK,2904,,,,,,,,,,,,,,,,,
2014,AK,2415,,,,,,,,,,,,,,,,,
2014,AK,1334,,,,,,,,,,,,,,,,,
2014,AK,1109,,,,,,,,,,,,,,,,,
2014,AK,1395,,,,,,,,,,,,,,,,,
2014,AK,2416,,,,,,,,,,,,,,,,,
2014,AK,4626,,,,,,,,,,,,,,,,,
2014,AK,8071,,,,,,,,,,,,,,,,,
2014,AK,10131,,,,,,,,,,,,,,,,,
2014,AK,9929,,,,,,,,,,,,,,,,,
2014,AK,5265,,,,,,,,,,,,,,,,,
2014,AK,3342,,,,,,,,,,,,,,,,,
2014,AK,1567,,,,,,,,,,,,,,,,,
2014,AK,1147,,,,,,,,,,,,,,,,,
2014,AK,75,,,,,,,,,,,,,,,,,
2014,AK,107,,,,,,,,,,,,,,,,,
2014,AK,279,,,,,,,,,,,,,,,,,
2014,AK,639,,,,,,,,,,,,,,,,,
2014,AK,1300,,,,,,,,,,,,,,,,,
2014,AK,1842,,,,,,,,,,,,,,,,,
2014,AK,1838,,,,,,,,,,,,,,,,,
2014,AK,1608,,,,,,,,,,,,,,,,,
2014,AK,500,,,,,,,,,,,,,,,,,
2014,AK,289,,,,,,,,,,,,,,,,,
2014,AK,142,,,,,,,,,,,,,,,,,
2014,AK,153,,,,,,,,,,,,,,,,,
2014,AK,1184,,,,,,,,,,,,,,,,,
2014,AK,1582,,,,,,,,,,,,,,,,,
2014,AK,3858,,,,,,,,,,,,,,,,,
2014,AK,6316,,,,,,,,,,,,,,,,,
2014,AK,16308,,,,,,,,,,,,,,,,,
2014,AK,23243,,,,,,,,,,,,,,,,,
2014,AK,26745,,,,,,,,,,,,,,,,,
2014,AK,26565,,,,,,,,,,,,,,,,,
2014,AK,15707,,,,,,,,,,,,,,,,,
2014,AK,2664,,,,,,,,,,,,,,,,,
2014,AK,1677,,,,,,,,,,,,,,,,,
2014,AK,1844,,,,,,,,,,,,,,,,,
2014,AZ,483814,,,,,,,,,,,,,,,,,
2014,AZ,397351,,,,,,,,,,,,,,,,,
2014,AZ,461238,,,,,,,,,,,,,,,,,
2014,AZ,434157,,,,,,,,,,,,,,,,,
2014,AZ,455612,,,,,,,,,,,,,,,,,
2014,AZ,433513,,,,,,,,,,,,,,,,,
2014,AZ,432369,,,,,,,,,,,,,,,,,
2014,AZ,439217,,,,,,,,,,,,,,,,,
2014,AZ,468129,,,,,,,,,,,,,,,,,
2014,AZ,464742,,,,,,,,,,,,,,,,,
2014,AZ,453367,,,,,,,,,,,,,,,,,
2014,AZ,481837,,,,,,,,,,,,,,,,,
2014,AZ,59013,,,,,,,,,,,,,,,,,
2014,AZ,54305,,,,,,,,,,,,,,,,,
2014,AZ,104442,,,,,,,,,,,,,,,,,
2014,AZ,89018,,,,,,,,,,,,,,,,,
2014,AZ,97207,,,,,,,,,,,,,,,,,
2014,AZ,110416,,,,,,,,,,,,,,,,,
2014,AZ,111541,,,,,,,,,,,,,,,,,
2014,AZ,71647,,,,,,,,,,,,,,,,,
2014,AZ,71289,,,,,,,,,,,,,,,,,
2014,AZ,99369,,,,,,,,,,,,,,,,,
2014,AZ,81271,,,,,,,,,,,,,,,,,
2014,AZ,65110,,,,,,,,,,,,,,,,,
2014,AZ,72119,,,,,,,,,,,,,,,,,
2014,AZ,66923,,,,,,,,,,,,,,,,,
2014,AZ,77216,,,,,,,,,,,,,,,,,
2014,AZ,77701,,,,,,,,,,,,,,,,,
2014,AZ,78490,,,,,,,,,,,,,,,,,
2014,AZ,70854,,,,,,,,,,,,,,,,,
2014,AZ,72342,,,,,,,,,,,,,,,,,
2014,AZ,78644,,,,,,,,,,,,,,,,,
2014,AZ,71934,,,,,,,,,,,,,,,,,
2014,AZ,75692,,,,,,,,,,,,,,,,,
2014,AZ,77168,,,,,,,,,,,,,,,,,
2014,AZ,84598,,,,,,,,,,,,,,,,,
2014,AZ,1054424,,,,,,,,,,,,,,,,,
2014,AZ,918266,,,,,,,,,,,,,,,,,
2014,AZ,1072747,,,,,,,,,,,,,,,,,
2014,AZ,1107481,,,,,,,,,,,,,,,,,
2014,AZ,1096089,,,,,,,,,,,,,,,,,
2014,AZ,1037598,,,,,,,,,,,,,,,,,
2014,AZ,1136857,,,,,,,,,,,,,,,,,
2014,AZ,1126069,,,,,,,,,,,,,,,,,
2014,AZ,1014344,,,,,,,,,,,,,,,,,
2014,AZ,1072338,,,,,,,,,,,,,,,,,
2014,AZ,1112694,,,,,,,,,,,,,,,,,
2014,AZ,1221727,,,,,,,,,,,,,,,,,
2014,AZ,969742,,,,,,,,,,,,,,,,,
2014,AZ,882703,,,,,,,,,,,,,,,,,
2014,AZ,963139,,,,,,,,,,,,,,,,,
2014,AZ,877552,,,,,,,,,,,,,,,,,
2014,AZ,900546,,,,,,,,,,,,,,,,,
2014,AZ,842340,,,,,,,,,,,,,,,,,
2014,AZ,823868,,,,,,,,,,,,,,,,,
2014,AZ,846942,,,,,,,,,,,,,,,,,
2014,AZ,853289,,,,,,,,,,,,,,,,,
2014,AZ,927024,,,,,,,,,,,,,,,,,
2014,AZ,950089,,,,,,,,,,,,,,,,,
2014,AZ,1015510,,,,,,,,,,,,,,,,,
2014,AZ,4618,,,,,,,,,,,,,,,,,
2014,AZ,3496,,,,,,,,,,,,,,,,,
2014,AZ,4197,,,,,,,,,,,,,,,,,
2014,AZ,4067,,,,,,,,,,,,,,,,,
2014,AZ,4762,,,,,,,,,,,,,,,,,
2014,AZ,4109,,,,,,,,,,,,,,,,,
2014,AZ,3833,,,,,,,,,,,,,,,,,
2014,AZ,4031,,,,,,,,,,,,,,,,,
2014,AZ,3852,,,,,,,,,,,,,,,,,
2014,AZ,3692,,,,,,,,,,,,,,,,,
2014,AZ,4611,,,,,,,,,,,,,,,,,
2014,AZ,4809,,,,,,,,,,,,,,,,,
2014,CA,230914,,,,,,,,,,,,,,,,,
2014,CA,230755,,,,,,,,,,,,,,,,,
2014,CA,246111,,,,,,,,,,,,,,,,,
2014,CA,183497,,,,,,,,,,,,,,,,,
2014,CA,158847,,,,,,,,,,,,,,,,,
2014,CA,136281,,,,,,,,,,,,,,,,,
2014,CA,134512,,,,,,,,,,,,,,,,,
2014,CA,136886,,,,,,,,,,,,,,,,,
2014,CA,138928,,,,,,,,,,,,,,,,,
2014,CA,165665,,,,,,,,,,,,,,,,,
2014,CA,195872,,,,,,,,,,,,,,,,,
2014,CA,206975,,,,,,,,,,,,,,,,,
2014,CA,1374288,,,,,,,,,,,,,,,,,
2014,CA,1234772,,,,,,,,,,,,,,,,,
2014,CA,1354802,,,,,,,,,,,,,,,,,
2014,CA,1286180,,,,,,,,,,,,,,,,,
2014,CA,1358919,,,,,,,,,,,,,,,,,
2014,CA,1260392,,,,,,,,,,,,,,,,,
2014,CA,1222787,,,,,,,,,,,,,,,,,
2014,CA,1235838,,,,,,,,,,,,,,,,,
2014,CA,1220736,,,,,,,,,,,,,,,,,
2014,CA,1382115,,,,,,,,,,,,,,,,,
2014,CA,1406715,,,,,,,,,,,,,,,,,
2014,CA,1522983,,,,,,,,,,,,,,,,,
2014,CA,818265,,,,,,,,,,,,,,,,,
2014,CA,754395,,,,,,,,,,,,,,,,,
2014,CA,850301,,,,,,,,,,,,,,,,,
2014,CA,830317,,,,,,,,,,,,,,,,,
2014,CA,859957,,,,,,,,,,,,,,,,,
2014,CA,805797,,,,,,,,,,,,,,,,,
2014,CA,842272,,,,,,,,,,,,,,,,,
2014,CA,862576,,,,,,,,,,,,,,,,,
2014,CA,814480,,,,,,,,,,,,,,,,,
2014,CA,874776,,,,,,,,,,,,,,,,,
2014,CA,901764,,,,,,,,,,,,,,,,,
2014,CA,933078,,,,,,,,,,,,,,,,,
2014,CA,1733823,,,,,,,,,,,,,,,,,
2014,CA,1629346,,,,,,,,,,,,,,,,,
2014,CA,1920907,,,,,,,,,,,,,,,,,
2014,CA,1902970,,,,,,,,,,,,,,,,,
2014,CA,1948487,,,,,,,,,,,,,,,,,
2014,CA,1869666,,,,,,,,,,,,,,,,,
2014,CA,2044435,,,,,,,,,,,,,,,,,
2014,CA,2016085,,,,,,,,,,,,,,,,,
2014,CA,1795530,,,,,,,,,,,,,,,,,
2014,CA,1741960,,,,,,,,,,,,,,,,,
2014,CA,1816758,,,,,,,,,,,,,,,,,
2014,CA,1946527,,,,,,,,,,,,,,,,,
2014,CA,3351747,,,,,,,,,,,,,,,,,
2014,CA,2967492,,,,,,,,,,,,,,,,,
2014,CA,3331127,,,,,,,,,,,,,,,,,
2014,CA,3224678,,,,,,,,,,,,,,,,,
2014,CA,3298653,,,,,,,,,,,,,,,,,
2014,CA,3174076,,,,,,,,,,,,,,,,,
2014,CA,3309532,,,,,,,,,,,,,,,,,
2014,CA,3338351,,,,,,,,,,,,,,,,,
2014,CA,3292893,,,,,,,,,,,,,,,,,
2014,CA,3847107,,,,,,,,,,,,,,,,,
2014,CA,3862475,,,,,,,,,,,,,,,,,
2014,CA,3989389,,,,,,,,,,,,,,,,,
2014,CA,252126,,,,,,,,,,,,,,,,,
2014,CA,227832,,,,,,,,,,,,,,,,,
2014,CA,264607,,,,,,,,,,,,,,,,,
2014,CA,257718,,,,,,,,,,,,,,,,,
2014,CA,269492,,,,,,,,,,,,,,,,,
2014,CA,265802,,,,,,,,,,,,,,,,,
2014,CA,279241,,,,,,,,,,,,,,,,,
2014,CA,274819,,,,,,,,,,,,,,,,,
2014,CA,261804,,,,,,,,,,,,,,,,,
2014,CA,266463,,,,,,,,,,,,,,,,,
2014,CA,258406,,,,,,,,,,,,,,,,,
2014,CA,276568,,,,,,,,,,,,,,,,,
2014,ID,10166,,,,,,,,,,,,,,,,,
2014,ID,11912,,,,,,,,,,,,,,,,,
2014,ID,16177,,,,,,,,,,,,,,,,,
2014,ID,17297,,,,,,,,,,,,,,,,,
2014,ID,28467,,,,,,,,,,,,,,,,,
2014,ID,32244,,,,,,,,,,,,,,,,,
2014,ID,61663,,,,,,,,,,,,,,,,,
2014,ID,80300,,,,,,,,,,,,,,,,,
2014,ID,26760,,,,,,,,,,,,,,,,,
2014,ID,20294,,,,,,,,,,,,,,,,,
2014,ID,14701,,,,,,,,,,,,,,,,,
2014,ID,14073,,,,,,,,,,,,,,,,,
2014,ID,31545,,,,,,,,,,,,,,,,,
2014,ID,28620,,,,,,,,,,,,,,,,,
2014,ID,33582,,,,,,,,,,,,,,,,,
2014,ID,37109,,,,,,,,,,,,,,,,,
2014,ID,43290,,,,,,,,,,,,,,,,,
2014,ID,43952,,,,,,,,,,,,,,,,,
2014,ID,49488,,,,,,,,,,,,,,,,,
2014,ID,49661,,,,,,,,,,,,,,,,,
2014,ID,40021,,,,,,,,,,,,,,,,,
2014,ID,37195,,,,,,,,,,,,,,,,,
2014,ID,32775,,,,,,,,,,,,,,,,,
2014,ID,33760,,,,,,,,,,,,,,,,,
2014,ME,14793,,,,,,,,,,,,,,,,,
2014,ME,14660,,,,,,,,,,,,,,,,,
2014,ME,16779,,,,,,,,,,,,,,,,,
2014,ME,17321,,,,,,,,,,,,,,,,,
2014,ME,18114,,,,,,,,,,,,,,,,,
2014,ME,17671,,,,,,,,,,,,,,,,,
2014,ME,20097,,,,,,,,,,,,,,,,,
2014,ME,20488,,,,,,,,,,,,,,,,,
2014,ME,16717,,,,,,,,,,,,,,,,,
2014,ME,16705,,,,,,,,,,,,,,,,,
2014,ME,15651,,,,,,,,,,,,,,,,,
2014,ME,15084,,,,,,,,,,,,,,,,,
2014,ME,161407,,,,,,,,,,,,,,,,,
2014,ME,148149,,,,,,,,,,,,,,,,,
2014,ME,173848,,,,,,,,,,,,,,,,,
2014,ME,185309,,,,,,,,,,,,,,,,,
2014,ME,209362,,,,,,,,,,,,,,,,,
2014,ME,219538,,,,,,,,,,,,,,,,,
2014,ME,265713,,,,,,,,,,,,,,,,,
2014,ME,293718,,,,,,,,,,,,,,,,,
2014,ME,218002,,,,,,,,,,,,,,,,,
2014,ME,214261,,,,,,,,,,,,,,,,,
2014,ME,187991,,,,,,,,,,,,,,,,,
2014,ME,187678,,,,,,,,,,,,,,,,,
2014,ME,21270,,,,,,,,,,,,,,,,,
2014,ME,19191,,,,,,,,,,,,,,,,,
2014,ME,21078,,,,,,,,,,,,,,,,,
2014,ME,23834,,,,,,,,,,,,,,,,,
2014,ME,29771,,,,,,,,,,,,,,,,,
2014,ME,38420,,,,,,,,,,,,,,,,,
2014,ME,51471,,,,,,,,,,,,,,,,,
2014,ME,56616,,,,,,,,,,,,,,,,,
